PRODUCT_ID,DATEJ,TYPE,PRIXMOY,IPMOY,NBNOUVEAUX,CLIENTS,PCTG
03K5384386,28/02/2024,1P,17999,"163,1918883",0,0,0
03K5384386,29/02/2024,1P,17999,"163,1918883",0,0,0
03K5384386,01/03/2024,1P,18499,"166,6643517",0,5,0
03K5384386,02/03/2024,1P,17999,"163,1918883",0,0,0
03K5384386,03/03/2024,1P,17999,"163,1918883",0,10,0
03K5384386,04/03/2024,1P,17999,"163,1918883",0,0,0
03K5384386,05/03/2024,1P,17999,"163,1918883",0,0,0
03K5384386,06/03/2024,1P,17999,"163,1918883",0,5,0
03K5384386,07/03/2024,1P,17999,"163,1918883",0,5,0
03K5384386,08/03/2024,1P,16999,"156,2469616",0,5,0
03K5384386,09/03/2024,1P,16999,"156,2469616",0,5,0
03K5384386,10/03/2024,1P,16999,"156,2469616",0,5,0
03K5384386,11/03/2024,1P,16999,"156,2469616",0,0,0
03K5384386,12/03/2024,1P,17999,"151,6097813",0,0,0
03K5384386,13/03/2024,1P,17999,"151,6097813",0,5,0
03K5384386,14/03/2024,1P,17999,"151,6097813",0,0,0
03K5384386,15/03/2024,1P,16999,"145,1577521",0,0,0
03K5384386,16/03/2024,1P,16999,"145,1577521",0,5,0
03K5384386,17/03/2024,1P,16999,"145,1577521",0,5,0
03K5384386,18/03/2024,1P,16999,"145,1577521",0,15,0
03K5384386,19/03/2024,1P,16999,"145,1577521",0,0,0
03K5384386,20/03/2024,1P,16999,"145,1577521",0,0,0
03K5384386,21/03/2024,1P,16999,"145,1577521",0,5,0
03K5384386,22/03/2024,1P,16999,"145,1577521",0,0,0
03K5384386,23/03/2024,1P,16999,"145,1577521",0,10,0
03K5384386,24/03/2024,1P,16999,"145,1577521",0,5,0
03K5384386,25/03/2024,1P,16999,"145,1577521",0,0,0
03K5384386,26/03/2024,1P,16999,"145,1577521",0,0,0
03K5384386,27/03/2024,1P,16999,"145,1577521",0,0,0
03K5384386,28/03/2024,1P,16999,"145,1577521",0,0,0
03K5384386,29/03/2024,1P,15999,"138,705723",0,0,0
03K5384386,30/03/2024,1P,15999,"138,705723",0,5,0
03K5384386,31/03/2024,1P,15999,"138,705723",0,0,0
03K5384386,02/04/2024,1P,15999,"138,705723",0,0,0
03K5384386,03/04/2024,1P,15999,"138,705723",0,0,0
03K5384386,04/04/2024,1P,15999,"138,705723",0,0,0
03K5384386,05/04/2024,1P,15999,"138,705723",0,5,0
03K5384386,06/04/2024,1P,15999,"149,3020349",0,0,0
03K5384386,07/04/2024,1P,15999,"149,3020349",0,0,0
03K5384386,08/04/2024,1P,15999,"149,3020349",0,0,0
03K5384386,09/04/2024,1P,15999,"149,3020349",0,5,0
03K5384386,10/04/2024,1P,15999,"149,3020349",0,0,0
03K5384386,11/04/2024,1P,15999,"149,3020349",0,0,0
03K5384386,12/04/2024,1P,15999,"149,3020349",0,5,0
03K5384386,13/04/2024,1P,15999,"149,3020349",0,0,0
03K5384386,14/04/2024,1P,15999,"149,3020349",0,5,0
03K5384386,15/04/2024,1P,15999,"149,3020349",0,5,0
03K5384386,16/04/2024,1P,15999,"149,3020349",0,5,0
03K5384386,17/04/2024,1P,15999,"149,3020349",0,15,0
03K5386486,17/02/2024,1P,17999,"151,6097813",0,0,0
03K5386486,18/02/2024,1P,17999,"151,6097813",0,0,0
03K5386486,19/02/2024,1P,17999,"151,6097813",0,0,0
03K5386486,20/02/2024,1P,17999,"151,6097813",0,5,0
03K5386486,21/02/2024,1P,17999,"151,6097813",0,0,0
03K5386486,22/02/2024,1P,17999,"151,6097813",0,5,0
03K5386486,23/02/2024,1P,17999,"151,6097813",0,0,0
03K5386486,24/02/2024,1P,17999,"159,861215",0,0,0
03K5386486,25/02/2024,1P,17999,"159,861215",0,5,0
03K5386486,26/02/2024,1P,17999,"163,1918883",0,5,0
03K5386486,27/02/2024,1P,17999,"163,1918883",0,10,0
03K5386486,28/02/2024,1P,17999,"163,1918883",0,0,0
03K5386486,29/02/2024,1P,17999,"163,1918883",0,0,0
03K5386486,01/03/2024,1P,17999,"163,1918883",0,10,0
03K5386486,02/03/2024,1P,18499,"166,6643517",0,0,0
03K5386486,03/03/2024,1P,18499,"166,6643517",0,5,0
03K5386486,04/03/2024,1P,18499,"166,6643517",0,5,0
03K5386486,05/03/2024,1P,18999,"170,1368151",0,0,0
03K5386486,06/03/2024,1P,18999,"170,1368151",0,0,0
03K5386486,07/03/2024,1P,18999,"170,1368151",0,5,0
03K5386486,08/03/2024,1P,18999,"170,1368151",0,5,0
